VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee
2,2024-05-01T06:00:36.000+05:30,2024-05-01T06:33:30.000+05:30,1,8.79,1,N,186,181,2,30,0.5,0.5,0,0,0.3,33.8,2.5,0
1,2024-05-01T05:53:45.000+05:30,2024-05-01T05:58:25.000+05:30,1,1.1,1,N,237,239,1,6,3,0.5,1.95,0,0.3,11.75,2.5,0
1,2024-05-01T06:06:09.000+05:30,2024-05-01T06:26:50.000+05:30,1,4.2,1,N,142,74,1,17,3,0.5,4.15,0,0.3,24.95,2.5,0
2,2024-05-01T06:01:37.000+05:30,2024-05-01T06:02:53.000+05:30,1,0.31,1,N,138,138,4,-3,-0.5,-0.5,0,0,-0.3,-5.55,0,-1.25
2,2024-05-01T06:01:37.000+05:30,2024-05-01T06:02:53.000+05:30,1,0.31,1,N,138,223,4,3,0.5,0.5,0,0,0.3,5.55,0,1.25
2,2024-05-01T05:48:06.000+05:30,2024-05-01T05:51:37.000+05:30,5,1.14,1,N,237,236,1,5.5,0.5,0.5,1.86,0,0.3,11.16,2.5,0
2,2024-05-01T06:03:37.000+05:30,2024-05-01T06:13:57.000+05:30,6,2.14,1,N,237,161,2,9.5,0.5,0.5,0,0,0.3,13.3,2.5,0
2,2024-05-01T06:03:58.000+05:30,2024-05-01T06:26:53.000+05:30,2,15.22,4,N,138,265,2,46.5,0.5,0.5,0,0,0.3,49.05,0,1.25
1,2024-05-01T06:04:09.000+05:30,2024-05-01T06:24:45.000+05:30,1,4.6,1,N,239,113,1,17.5,3,0.5,5.3,0,0.3,26.6,2.5,0
1,2024-05-01T06:29:40.000+05:30,2024-05-01T06:40:12.000+05:30,3,1.6,1,N,113,125,1,9,3,0.5,2,0,0.3,14.8,2.5,0
2,2024-05-01T06:02:54.000+05:30,2024-05-01T06:26:42.000+05:30,1,3.83,1,N,234,238,1,17,0.5,0.5,0,0,0.3,20.8,2.5,0
2,2024-05-01T05:33:25.000+05:30,2024-05-01T06:02:20.000+05:30,1,4.07,1,N,163,148,1,19.5,0.5,0.5,4,0,0.3,27.3,2.5,0
2,2024-05-01T06:03:23.000+05:30,2024-05-01T06:17:00.000+05:30,1,4.17,1,N,148,163,1,14.5,0.5,0.5,1.5,0,0.3,19.8,2.5,0
2,2024-05-01T05:32:01.000+05:30,2024-05-01T05:49:03.000+05:30,2,2.29,1,N,100,114,2,12,0.5,0.5,0,0,0.3,15.8,2.5,0
2,2024-05-01T05:53:11.000+05:30,2024-05-01T06:04:18.000+05:30,2,1.39,1,N,114,4,2,8.5,0.5,0.5,0,0,0.3,12.3,2.5,0
1,2024-05-01T05:31:52.000+05:30,2024-05-01T05:45:57.000+05:30,1,5.3,1,N,170,41,2,16,3,0.5,0,0,0.3,19.8,2.5,0
2,2024-05-01T05:41:10.000+05:30,2024-05-01T05:59:21.000+05:30,2,3.37,1,N,151,42,1,15,0,0.5,3.95,0,0.3,19.75,0,0
2,2024-05-01T06:10:53.000+05:30,2024-05-01T06:33:20.000+05:30,1,5.38,1,N,41,246,1,20,0,0.5,4.66,0,0.3,27.96,2.5,0
2,2024-05-01T06:15:04.000+05:30,2024-05-01T06:41:43.000+05:30,2,18.13,2,N,132,148,2,52,0,0.5,0,0,0.3,55.3,2.5,0
1,2024-05-01T05:47:28.000+05:30,2024-05-01T05:57:01.000+05:30,0,1.1,1,N,100,170,1,7.5,3,0.5,2,0,0.3,13.3,2.5,0
2,2024-05-01T05:55:16.000+05:30,2024-05-01T06:24:02.000+05:30,1,17.85,2,N,132,161,1,52,0,0.5,14.14,0,0.3,70.69,2.5,1.25
2,2024-05-01T05:51:30.000+05:30,2024-05-01T05:54:34.000+05:30,3,0.46,1,N,107,107,1,4,0.5,0.5,1.56,0,0.3,9.36,2.5,0
2,2024-05-01T05:57:07.000+05:30,2024-05-01T06:08:01.000+05:30,2,1.95,1,N,107,230,1,9.5,0.5,0.5,0,0,0.3,13.3,2.5,0
2,2024-05-01T06:08:56.000+05:30,2024-05-01T06:41:29.000+05:30,1,11.16,1,N,230,138,1,36,0.5,0.5,0,6.55,0.3,46.35,2.5,0
2,2024-05-01T06:08:26.000+05:30,2024-05-01T06:35:48.000+05:30,1,18.81,2,N,132,186,1,52,0,0.5,8,6.55,0.3,71.1,2.5,1.25
2,2024-05-01T05:44:31.000+05:30,2024-05-01T05:48:59.000+05:30,1,0.91,1,N,142,163,1,5,0.5,0.5,1.76,0,0.3,10.56,2.5,0
2,2024-05-01T06:24:05.000+05:30,2024-05-01T06:44:11.000+05:30,1,5.95,1,N,264,255,1,20,0.5,0.5,3,6.55,0.3,33.35,2.5,0
1,2024-05-01T05:40:30.000+05:30,2024-05-01T06:06:44.000+05:30,1,17.5,2,N,132,170,1,52,3.75,0.5,12.6,6.55,0.3,75.7,2.5,1.25
1,2024-05-01T06:08:37.000+05:30,2024-05-01T06:11:23.000+05:30,2,0.5,1,N,170,164,1,4,3,0.5,1,0,0.3,8.8,2.5,0
1,2024-05-01T06:12:30.000+05:30,2024-05-01T06:31:39.000+05:30,2,4.1,1,N,186,263,1,16.5,3,0.5,4.05,0,0.3,24.35,2.5,0
2,2024-05-01T06:20:59.000+05:30,2024-05-01T06:35:08.000+05:30,1,3.43,1,N,148,233,2,13,0.5,0.5,0,0,0.3,16.8,2.5,0
2,2024-05-01T05:47:40.000+05:30,2024-05-01T06:07:56.000+05:30,1,5.49,1,N,50,41,2,20.5,0.5,0.5,0,0,0.3,24.3,2.5,0
2,2024-05-01T05:43:02.000+05:30,2024-05-01T05:54:15.000+05:30,1,5.39,1,N,132,180,2,17,0.5,0.5,0,0,0.3,19.55,0,1.25
2,2024-05-01T06:09:38.000+05:30,2024-05-01T06:41:26.000+05:30,1,19.28,2,N,132,114,1,52,0,0.5,11.06,0,0.3,67.61,2.5,1.25
1,2024-05-01T06:11:41.000+05:30,2024-05-01T06:31:41.000+05:30,2,10.2,1,N,138,161,1,29,4.25,0.5,8.1,6.55,0.3,48.7,2.5,1.25
2,2024-05-01T05:40:09.000+05:30,2024-05-01T05:51:53.000+05:30,2,1.15,1,N,90,107,2,8.5,0.5,0.5,0,0,0.3,12.3,2.5,0
1,2024-05-01T05:51:55.000+05:30,2024-05-01T05:53:55.000+05:30,1,0.5,1,N,264,249,1,3.5,3,0.5,0,0,0.3,7.3,2.5,0
1,2024-05-01T05:54:42.000+05:30,2024-05-01T05:59:02.000+05:30,1,0.9,1,N,249,107,1,5,3,0.5,2.2,0,0.3,11,2.5,0
1,2024-05-01T06:04:30.000+05:30,2024-05-01T06:12:28.000+05:30,1,1.5,1,N,107,68,2,8,3,0.5,0,0,0.3,11.8,2.5,0
1,2024-05-01T06:14:55.000+05:30,2024-05-01T06:35:57.000+05:30,1,5.5,1,N,68,209,1,20.5,3,0.5,4.85,0,0.3,29.15,2.5,0
2,2024-05-01T06:01:50.000+05:30,2024-05-01T06:21:34.000+05:30,1,4.52,1,N,263,68,1,16.5,0.5,0.5,4.06,0,0.3,24.36,2.5,0
2,2024-05-01T05:59:06.000+05:30,2024-05-01T06:19:51.000+05:30,2,3.29,1,N,164,239,1,16,0.5,0.5,2.97,0,0.3,22.77,2.5,0
1,2024-05-01T05:35:37.000+05:30,2024-05-01T05:50:24.000+05:30,1,4.1,1,N,48,41,1,14.5,3,0.5,3.65,0,0.3,21.95,2.5,0
1,2024-05-01T06:08:23.000+05:30,2024-05-01T06:22:13.000+05:30,1,3,1,N,142,263,1,12.5,3,0.5,3.25,0,0.3,19.55,2.5,0
1,2024-05-01T06:24:36.000+05:30,2024-05-01T06:26:30.000+05:30,0,0.5,1,N,263,141,2,3.5,3,0.5,0,0,0.3,7.3,2.5,0
1,2024-05-01T05:31:10.000+05:30,2024-05-01T05:50:42.000+05:30,2,3.3,1,N,88,68,1,13.5,3,0.5,3.45,0,0.3,20.75,2.5,0
1,2024-05-01T06:03:24.000+05:30,2024-05-01T06:16:54.000+05:30,1,2.3,1,N,246,148,1,9,3,0.5,1,0,0.3,13.8,2.5,0
1,2024-05-01T06:16:56.000+05:30,2024-05-01T06:25:09.000+05:30,1,1.8,1,N,148,233,1,7.5,3,0.5,2.25,0,0.3,13.55,2.5,0
1,2024-05-01T06:29:08.000+05:30,2024-05-01T06:41:49.000+05:30,1,1.4,1,N,137,100,2,8.5,3,0.5,0,0,0.3,12.3,2.5,0
2,2024-05-01T06:20:01.000+05:30,2024-05-01T06:29:56.000+05:30,1,1.3,1,N,148,79,1,8,0.5,0.5,2.36,0,0.3,14.16,2.5,0
2,2024-05-01T05:57:22.000+05:30,2024-05-01T06:04:47.000+05:30,3,1.27,1,N,230,186,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5,0
2,2024-05-01T06:09:39.000+05:30,2024-05-01T06:15:34.000+05:30,1,1.3,1,N,90,211,1,6.5,0.5,0.5,2.58,0,0.3,12.88,2.5,0
2,2024-05-01T06:17:26.000+05:30,2024-05-01T06:24:11.000+05:30,4,0.92,1,N,211,114,1,6,0.5,0.5,1.96,0,0.3,11.76,2.5,0
2,2024-05-01T06:28:10.000+05:30,2024-05-01T06:49:23.000+05:30,1,6.62,1,N,114,151,1,22,0.5,0.5,5,0,0.3,30.8,2.5,0
2,2024-05-01T05:54:38.000+05:30,2024-05-01T06:06:10.000+05:30,1,3.3,1,N,142,41,1,12,0.5,0.5,3.16,0,0.3,18.96,2.5,0
2,2024-05-01T06:20:25.000+05:30,2024-05-01T06:45:36.000+05:30,1,5.09,1,N,238,107,1,20,0.5,0.5,4.76,0,0.3,28.56,2.5,0
2,2024-05-01T05:41:51.000+05:30,2024-05-01T06:07:21.000+05:30,1,10.63,1,N,148,178,1,31,0.5,0.5,8.7,0,0.3,43.5,2.5,0
2,2024-05-01T05:56:39.000+05:30,2024-05-01T06:10:51.000+05:30,1,1.53,1,N,144,144,1,10,0.5,0.5,2.76,0,0.3,16.56,2.5,0
2,2024-05-01T06:23:13.000+05:30,2024-05-01T06:32:53.000+05:30,1,2.09,1,N,230,113,1,9,0.5,0.5,3,0,0.3,15.8,2.5,0
1,2024-05-01T05:41:35.000+05:30,2024-05-01T05:49:46.000+05:30,1,1.6,1,N,48,239,1,8,3,0.5,2.35,0,0.3,14.15,2.5,0
1,2024-05-01T05:55:11.000+05:30,2024-05-01T06:09:18.000+05:30,1,5.8,1,N,142,116,1,18,3,0.5,4.35,0,0.3,26.15,2.5,0
2,2024-05-01T05:44:35.000+05:30,2024-05-01T05:56:14.000+05:30,1,3.31,1,N,144,54,1,12,0.5,0.5,3.16,0,0.3,18.96,2.5,0
2,2024-05-01T06:17:30.000+05:30,2024-05-01T06:25:08.000+05:30,1,1.28,1,N,144,114,1,7,0.5,0.5,2.16,0,0.3,12.96,2.5,0
2,2024-05-01T06:29:40.000+05:30,2024-05-01T06:45:22.000+05:30,2,3.21,1,N,114,256,1,13.5,0.5,0.5,3.46,0,0.3,20.76,2.5,0
1,2024-05-01T05:40:15.000+05:30,2024-05-01T05:52:01.000+05:30,1,1.2,1,N,90,211,1,8.5,3,0.5,2.45,0,0.3,14.75,2.5,0
1,2024-05-01T05:54:28.000+05:30,2024-05-01T06:02:18.000+05:30,2,1.7,1,N,114,186,1,7.5,3,0.5,2.25,0,0.3,13.55,2.5,0
1,2024-05-01T06:12:43.000+05:30,2024-05-01T06:38:10.000+05:30,1,6.2,1,N,249,188,2,22.5,3,0.5,0,0,0.3,26.3,2.5,0
2,2024-05-01T05:44:36.000+05:30,2024-05-01T06:12:47.000+05:30,2,5.86,1,N,148,239,1,22.5,0.5,0.5,7.89,0,0.3,34.19,2.5,0
2,2024-05-01T06:14:52.000+05:30,2024-05-01T06:24:45.000+05:30,1,2.42,1,N,239,75,1,9.5,0.5,0.5,3.33,0,0.3,16.63,2.5,0
2,2024-05-01T05:51:47.000+05:30,2024-05-01T06:03:27.000+05:30,1,3.39,1,N,141,79,1,11.5,0.5,0.5,3.06,0,0.3,18.36,2.5,0
2,2024-05-01T05:59:07.000+05:30,2024-05-01T06:03:33.000+05:30,1,1,1,N,143,230,1,5.5,0.5,0.5,1.86,0,0.3,11.16,2.5,0
2,2024-05-01T05:41:17.000+05:30,2024-05-01T05:57:22.000+05:30,2,2.12,1,N,48,141,1,12,0.5,0.5,3.16,0,0.3,18.96,2.5,0
2,2024-05-01T06:08:32.000+05:30,2024-05-01T06:17:47.000+05:30,2,2.01,1,N,236,41,1,9,0.5,0.5,2.56,0,0.3,15.36,2.5,0
1,2024-05-01T05:45:11.000+05:30,2024-05-01T05:49:47.000+05:30,1,0.9,1,N,113,107,1,5.5,3,0.5,1.3,0,0.3,10.6,2.5,0
1,2024-05-01T05:50:56.000+05:30,2024-05-01T05:53:30.000+05:30,1,0.4,1,N,107,107,1,4,3,0.5,1.55,0,0.3,9.35,2.5,0
1,2024-05-01T05:44:33.000+05:30,2024-05-01T05:51:22.000+05:30,1,1.4,1,N,234,233,1,7,3,0.5,2,0,0.3,12.8,2.5,0
1,2024-05-01T05:53:13.000+05:30,2024-05-01T06:18:52.000+05:30,1,8.5,1,N,233,244,1,28.5,3,0.5,2,0,0.3,34.3,2.5,0
1,2024-05-01T06:23:30.000+05:30,2024-05-01T06:40:26.000+05:30,1,3.5,1,N,244,238,1,14.5,3,0.5,1.75,0,0.3,20.05,2.5,0
2,2024-05-01T05:33:25.000+05:30,2024-05-01T05:39:09.000+05:30,1,1.07,1,N,231,87,1,5.5,0.5,0.5,1.86,0,0.3,11.16,2.5,0
2,2024-05-01T05:41:39.000+05:30,2024-05-01T06:15:13.000+05:30,1,7.7,1,N,87,75,1,28.5,0.5,0.5,6.46,0,0.3,38.76,2.5,0
2,2024-05-01T06:26:06.000+05:30,2024-05-01T06:35:12.000+05:30,1,1.68,1,N,229,137,1,8,0.5,0.5,2.36,0,0.3,14.16,2.5,0
2,2024-05-01T05:40:46.000+05:30,2024-05-01T05:46:10.000+05:30,1,0.99,1,N,68,234,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5,0
2,2024-05-01T05:48:22.000+05:30,2024-05-01T05:58:59.000+05:30,1,1.88,1,N,234,148,1,9.5,0.5,0.5,2.66,0,0.3,15.96,2.5,0
2,2024-05-01T06:00:41.000+05:30,2024-05-01T06:25:11.000+05:30,1,4.69,1,N,148,50,1,19.5,0.5,0.5,4.66,0,0.3,27.96,2.5,0
1,2024-05-01T06:20:42.000+05:30,2024-05-01T06:27:30.000+05:30,2,0.9,1,N,234,68,1,6.5,3,0.5,2.05,0,0.3,12.35,2.5,0
2,2024-05-01T05:39:53.000+05:30,2024-05-01T06:07:18.000+05:30,1,14.24,1,N,138,259,2,40,0.5,0.5,0,6.55,0.3,49.1,0,1.25
2,2024-05-01T05:28:27.000+05:30,2024-05-01T05:34:54.000+05:30,1,0.9,1,N,211,231,2,6,0.5,0.5,0,0,0.3,9.8,2.5,0
2,2024-05-01T05:36:15.000+05:30,2024-05-01T05:44:12.000+05:30,1,1.17,1,N,231,148,1,7,0.5,0.5,2.16,0,0.3,12.96,2.5,0
2,2024-05-01T05:45:06.000+05:30,2024-05-01T05:56:18.000+05:30,1,1.45,1,N,148,4,1,8.5,0.5,0.5,4,0,0.3,16.3,2.5,0
2,2024-05-01T05:58:28.000+05:30,2024-05-01T06:10:52.000+05:30,1,2.22,1,N,4,90,1,10.5,0.5,0.5,2.86,0,0.3,17.16,2.5,0
2,2024-05-01T06:12:50.000+05:30,2024-05-01T06:23:14.000+05:30,1,1.93,1,N,90,79,1,8.5,0.5,0.5,2.46,0,0.3,14.76,2.5,0
2,2024-05-01T05:52:04.000+05:30,2024-05-01T06:19:01.000+05:30,3,6.47,1,N,164,116,1,22.5,0.5,0.5,5.26,0,0.3,31.56,2.5,0
2,2024-05-01T05:44:44.000+05:30,2024-05-01T06:04:08.000+05:30,1,3.45,1,N,79,50,1,14.5,0.5,0.5,3.66,0,0.3,21.96,2.5,0
2,2024-05-01T06:07:53.000+05:30,2024-05-01T06:13:36.000+05:30,1,1.49,1,N,48,90,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5,0
2,2024-05-01T06:19:05.000+05:30,2024-05-01T06:20:17.000+05:30,1,0.37,1,N,90,68,1,3,0.5,0.5,1.36,0,0.3,8.16,2.5,0
2,2024-05-01T06:22:32.000+05:30,2024-05-01T06:30:36.000+05:30,1,1.53,1,N,186,107,1,7.5,0.5,0.5,2.26,0,0.3,13.56,2.5,0
1,2024-05-01T06:00:43.000+05:30,2024-05-01T06:11:17.000+05:30,1,2,1,Y,239,236,1,10,3,0.5,2.75,0,0.3,16.55,2.5,0
1,2024-05-01T06:27:57.000+05:30,2024-05-01T06:40:56.000+05:30,2,2,1,N,113,125,2,10,3,0.5,0,0,0.3,13.8,2.5,0
2,2024-05-01T05:25:39.000+05:30,2024-05-01T05:40:50.000+05:30,1,3.64,1,N,141,41,1,13.5,0.5,0.5,3.46,0,0.3,20.76,2.5,0
2,2024-05-01T06:10:05.000+05:30,2024-05-01T06:26:44.000+05:30,1,6.97,1,N,229,52,1,21,0.5,0.5,6.2,0,0.3,31,2.5,0
2,2024-05-01T05:45:37.000+05:30,2024-05-01T06:00:28.000+05:30,1,2.17,1,N,148,107,1,11.5,0.5,0.5,3.06,0,0.3,18.36,2.5,0
2,2024-05-01T06:07:14.000+05:30,2024-05-01T06:11:38.000+05:30,1,0.67,1,N,79,148,1,5,0.5,0.5,2.2,0,0.3,11,2.5,0
2,2024-05-01T06:13:54.000+05:30,2024-05-01T06:33:12.000+05:30,1,4.64,1,N,148,62,1,17.5,0.5,0.5,4,0,0.3,25.3,2.5,0
1,2024-05-01T05:35:00.000+05:30,2024-05-01T05:48:03.000+05:30,2,2.7,1,N,148,229,1,11.5,3,0.5,2,0,0.3,17.3,2.5,0
1,2024-05-01T05:52:50.000+05:30,2024-05-01T06:18:22.000+05:30,1,3.1,1,N,162,226,2,18.5,3,0.5,0,0,0.3,22.3,2.5,0
2,2024-05-01T06:00:45.000+05:30,2024-05-01T06:14:19.000+05:30,2,3.09,1,N,231,170,1,12.5,0.5,0.5,1.96,0,0.3,18.26,2.5,0
2,2024-05-01T05:40:00.000+05:30,2024-05-01T05:51:25.000+05:30,3,2.08,1,N,170,249,1,9,0.5,0.5,0,0,0.3,12.8,2.5,0
2,2024-05-01T06:05:33.000+05:30,2024-05-01T06:18:38.000+05:30,1,4.77,1,N,148,256,2,16,0.5,0.5,0,0,0.3,19.8,2.5,0
2,2024-05-01T05:42:18.000+05:30,2024-05-01T05:53:26.000+05:30,2,2.71,1,N,239,75,1,11,0.5,0.5,1,0,0.3,15.8,2.5,0
2,2024-05-01T06:12:09.000+05:30,2024-05-01T06:15:34.000+05:30,1,1.08,1,N,141,229,1,5,0.5,0.5,1.76,0,0.3,10.56,2.5,0
1,2024-05-01T05:52:59.000+05:30,2024-05-01T06:22:25.000+05:30,2,17.3,2,N,132,163,1,52,2.5,0.5,12.35,6.55,0.3,74.2,2.5,0
1,2024-05-01T06:29:29.000+05:30,2024-05-01T06:37:56.000+05:30,2,2.8,1,N,229,226,1,10.5,3,0.5,2.86,0,0.3,17.16,2.5,0
2,2024-05-01T05:31:05.000+05:30,2024-05-01T05:43:09.000+05:30,1,2.8,1,N,229,4,1,11,0.5,0.5,2,0,0.3,16.8,2.5,0
2,2024-05-01T05:44:45.000+05:30,2024-05-01T06:03:35.000+05:30,1,5.48,1,N,4,40,1,18.5,0.5,0.5,4.46,0,0.3,26.76,2.5,0
2,2024-05-01T06:10:03.000+05:30,2024-05-01T06:22:08.000+05:30,1,2.27,1,N,25,228,1,10.5,0.5,0.5,3.54,0,0.3,15.34,0,0
1,2024-05-01T05:36:18.000+05:30,2024-05-01T05:58:16.000+05:30,2,5.4,1,N,144,75,1,18.5,3,0.5,3.35,0,0.3,25.65,2.5,0
1,2024-05-01T06:21:07.000+05:30,2024-05-01T06:29:09.000+05:30,1,2,1,N,237,170,1,8.5,3,0.5,3.05,0,0.3,15.35,2.5,0
1,2024-05-01T05:53:23.000+05:30,2024-05-01T06:01:23.000+05:30,2,1.7,1,N,48,239,1,8,3,0.5,2.36,0,0.3,14.16,2.5,0
1,2024-05-01T06:07:08.000+05:30,2024-05-01T06:11:09.000+05:30,2,0.7,1,N,142,43,1,5,3,0.5,1.75,0,0.3,10.55,2.5,0
1,2024-05-01T05:35:21.000+05:30,2024-05-01T05:45:57.000+05:30,1,1.4,1,N,163,237,1,8.5,3,0.5,3.05,0,0.3,15.35,2.5,0
1,2024-05-01T05:49:40.000+05:30,2024-05-01T05:56:44.000+05:30,1,1.1,1,N,163,100,1,6.5,3,0.5,2.05,0,0.3,12.35,2.5,0
1,2024-05-01T06:01:04.000+05:30,2024-05-01T06:04:41.000+05:30,1,0.5,1,N,100,186,1,4.5,3,0.5,2.05,0,0.3,10.35,2.5,0
1,2024-05-01T06:06:28.000+05:30,2024-05-01T06:14:49.000+05:30,1,1.1,1,N,100,230,2,7.5,3,0.5,0,0,0.3,11.3,2.5,0
1,2024-05-01T06:18:41.000+05:30,2024-05-01T06:35:28.000+05:30,1,4.7,1,N,230,42,2,16,3,0.5,0,0,0.3,19.8,2.5,0
1,2024-05-01T05:33:59.000+05:30,2024-05-01T06:00:45.000+05:30,1,6,1,N,142,129,1,22.5,3,0.5,0,0,0.3,26.3,2.5,0
1,2024-05-01T06:02:50.000+05:30,2024-05-01T06:05:17.000+05:30,1,0.5,1,N,129,129,1,4,0.5,0.5,1.05,0,0.3,6.35,0,0
1,2024-05-01T05:49:01.000+05:30,2024-05-01T05:58:16.000+05:30,1,2,1,N,249,13,1,9,3,0.5,2.55,0,0.3,15.35,2.5,0
2,2024-05-01T05:32:29.000+05:30,2024-05-01T05:44:32.000+05:30,1,2.2,1,N,239,68,1,10,0.5,0.5,2.76,0,0.3,16.56,2.5,0
2,2024-05-01T05:50:42.000+05:30,2024-05-01T05:59:31.000+05:30,1,0.59,1,N,48,164,2,7,0.5,0.5,0,0,0.3,10.8,2.5,0
2,2024-05-01T06:04:55.000+05:30,2024-05-01T06:18:11.000+05:30,1,2.93,1,N,162,43,1,11.5,0.5,0.5,1.84,0,0.3,17.14,2.5,0
2,2024-05-01T05:58:20.000+05:30,2024-05-01T06:03:12.000+05:30,1,0.86,1,N,125,231,1,5.5,0.5,0.5,2.79,0,0.3,12.09,2.5,0
2,2024-05-01T05:51:40.000+05:30,2024-05-01T05:56:07.000+05:30,3,0.82,1,N,223,7,2,5,0.5,0.5,0,0,0.3,6.3,0,0
2,2024-05-01T05:34:09.000+05:30,2024-05-01T05:51:27.000+05:30,1,5.07,1,N,74,107,2,16.5,0.5,0.5,0,0,0.3,20.3,2.5,0
2,2024-05-01T05:54:38.000+05:30,2024-05-01T06:13:59.000+05:30,1,2.51,1,N,107,125,1,13.5,0.5,0.5,0.7,0,0.3,18,2.5,0
2,2024-05-01T06:16:38.000+05:30,2024-05-01T06:16:44.000+05:30,1,0,2,N,249,249,3,-52,0,-0.5,0,0,-0.3,-55.3,-2.5,0
2,2024-05-01T06:16:38.000+05:30,2024-05-01T06:16:44.000+05:30,1,0,2,N,249,249,3,52,0,0.5,0,0,0.3,55.3,2.5,0
2,2024-05-01T06:18:49.000+05:30,2024-05-01T06:36:45.000+05:30,1,1.66,1,N,249,79,1,11.5,0.5,0.5,3.06,0,0.3,18.36,2.5,0
2,2024-05-01T05:38:45.000+05:30,2024-05-01T05:54:33.000+05:30,1,2.59,1,N,144,68,1,12.5,0.5,0.5,3.26,0,0.3,19.56,2.5,0
2,2024-05-01T05:56:53.000+05:30,2024-05-01T06:13:53.000+05:30,1,3.11,1,N,90,107,1,13,0.5,0.5,2,0,0.3,18.8,2.5,0
2,2024-05-01T05:31:25.000+05:30,2024-05-01T05:41:35.000+05:30,2,2.22,1,N,186,50,1,9,0.5,0.5,2,0,0.3,14.8,2.5,0
2,2024-05-01T05:44:26.000+05:30,2024-05-01T05:53:34.000+05:30,2,2.35,1,N,50,151,2,9.5,0.5,0.5,0,0,0.3,13.3,2.5,0
2,2024-05-01T06:25:34.000+05:30,2024-05-01T06:46:56.000+05:30,2,7.14,1,N,142,243,1,23.5,0.5,0.5,5.46,0,0.3,32.76,2.5,0
2,2024-05-01T05:37:36.000+05:30,2024-05-01T06:02:28.000+05:30,2,4.64,1,N,48,148,1,19,0.5,0.5,5.7,0,0.3,28.5,2.5,0
2,2024-05-01T06:16:09.000+05:30,2024-05-01T06:30:50.000+05:30,1,2.45,1,N,148,158,1,11,0.5,0.5,1.5,0,0.3,16.3,2.5,0
2,2024-05-01T05:44:15.000+05:30,2024-05-01T05:53:07.000+05:30,2,1.35,1,N,48,229,1,7.5,0.5,0.5,2.26,0,0.3,13.56,2.5,0
2,2024-05-01T06:21:51.000+05:30,2024-05-01T06:26:44.000+05:30,2,1.15,1,N,79,137,1,6,0.5,0.5,2.94,0,0.3,12.74,2.5,0
2,2024-05-01T05:30:54.000+05:30,2024-05-01T05:55:12.000+05:30,1,4.37,1,N,170,256,1,19,0.5,0.5,5.7,0,0.3,28.5,2.5,0
2,2024-05-01T06:04:55.000+05:30,2024-05-01T06:21:19.000+05:30,3,2.57,1,N,148,164,1,12.5,0.5,0.5,1,0,0.3,17.3,2.5,0
2,2024-05-01T06:23:45.000+05:30,2024-05-01T06:29:59.000+05:30,3,0.73,1,N,164,137,2,6,0.5,0.5,0,0,0.3,9.8,2.5,0
2,2024-05-01T05:56:44.000+05:30,2024-05-01T05:59:18.000+05:30,3,0.75,1,N,231,249,1,4.5,0.5,0.5,1,0,0.3,9.3,2.5,0
2,2024-05-01T06:01:28.000+05:30,2024-05-01T06:24:29.000+05:30,1,4.95,1,N,249,146,1,19,0.5,0.5,0,6.55,0.3,29.35,2.5,0
2,2024-05-01T05:30:22.000+05:30,2024-05-01T05:44:03.000+05:30,1,2.3,1,N,141,164,1,10.5,0.5,0.5,3.58,0,0.3,17.88,2.5,0
2,2024-05-01T06:12:52.000+05:30,2024-05-01T06:23:16.000+05:30,1,1.8,1,N,164,230,1,9,0.5,0.5,1.5,0,0.3,14.3,2.5,0
2,2024-05-01T05:32:30.000+05:30,2024-05-01T05:56:42.000+05:30,1,4.65,1,N,231,141,2,18.5,0.5,0.5,0,0,0.3,22.3,2.5,0
2,2024-05-01T06:15:30.000+05:30,2024-05-01T06:32:21.000+05:30,1,3.55,1,N,79,48,1,14,0.5,0.5,3.56,0,0.3,21.36,2.5,0
2,2024-05-01T06:02:15.000+05:30,2024-05-01T06:19:53.000+05:30,1,3.44,1,N,256,231,1,14.5,0.5,0.5,1,0,0.3,19.3,2.5,0
2,2024-05-01T06:25:23.000+05:30,2024-05-01T07:00:07.000+05:30,1,12.42,1,N,231,134,1,38,0.5,0.5,0,0,0.3,41.8,2.5,0
2,2024-05-01T05:55:28.000+05:30,2024-05-01T06:09:57.000+05:30,1,2.32,1,N,79,158,1,11.5,0.5,0.5,0,0,0.3,15.3,2.5,0
2,2024-05-01T06:12:48.000+05:30,2024-05-01T06:19:53.000+05:30,1,0.72,1,N,158,249,1,6,0.5,0.5,2.45,0,0.3,12.25,2.5,0
2,2024-05-01T06:21:12.000+05:30,2024-05-01T06:39:20.000+05:30,1,3.56,1,N,249,142,1,15,0.5,0.5,3.76,0,0.3,22.56,2.5,0
2,2024-05-01T05:36:08.000+05:30,2024-05-01T06:18:23.000+05:30,1,17.05,1,N,238,175,4,-50.5,-0.5,-0.5,0,-6.55,-0.3,-60.85,-2.5,0
